t_monotonic_ns,event,rank,version,plan_fingerprint,policy,effective_round,changed_slots
3008803944217454,RECOVERY_PROPOSE,,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,global_fabric_B,4,"[{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":5},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":5}]"
3008803944338235,READY,0,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008803944376925,READY,3,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008803944378105,READY,2,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008803944381285,READY,1,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008803944559556,COMMITTED,0,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008803944572086,COMMITTED,3,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008803944570626,COMMITTED,2,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008803944587237,COMMITTED,1,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008803944644117,RECOVERY_COMMIT,,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,global_fabric_B,4,"[{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":5},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":5}]"
