t_monotonic_ns,event,rank,version,plan_fingerprint,policy,effective_round,changed_slots
3008777596321669,RECOVERY_PROPOSE,,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,global_fabric_B,4,"[{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":5},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":5}]"
3008777596468690,READY,0,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008777596475380,READY,2,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008777596477500,READY,3,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008777596488370,READY,1,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,4,
3008777596678171,COMMITTED,0,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008777596684991,COMMITTED,3,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008777596681531,COMMITTED,1,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008777596685251,COMMITTED,2,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,,,
3008777596787282,RECOVERY_COMMIT,,1,8fccf6376740115486bead6298b589adf3977a91f512a526c5592672bb1df553,global_fabric_B,4,"[{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":0,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":1,""step_id"":5},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":0},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":2},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":2,""step_id"":4},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":1},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":3},{""new_route"":""B"",""old_route"":""A"",""sender_rank"":3,""step_id"":5}]"
